commodities,unit,minimum,maximum,average

Tomato Big(Nepali),KG,Rs 35.00,Rs 42.00,Rs 39.00
Tomato Small(Local),KG,Rs 42.00,Rs 58.00,Rs 50.00
Potato Red,KG,Rs 42.00,Rs 50.00,Rs 47.00
Potato White,KG,Rs 31.00,Rs 38.00,Rs 34.00
Onion Dry (Indian),KG,Rs 37.00,Rs 40.00,Rs 38.00
Carrot(Local),KG,Rs 75.00,Rs 80.00,Rs 78.00
Cabbage(Local),KG,Rs 18.00,Rs 25.00,Rs 21.00
Cauli Local,KG,Rs 35.00,Rs 40.00,Rs 38.00
Raddish Red,KG,Rs 30.00,Rs 32.00,Rs 31.00
Raddish White(Local),KG,Rs 20.00,Rs 25.00,Rs 22.00
Brinjal Long,KG,Rs 30.00,Rs 35.00,Rs 32.00
Brinjal Round,KG,Rs 35.00,Rs 38.00,Rs 36.00
Cow pea(Long),KG,Rs 65.00,Rs 70.00,Rs 67.00
Green Peas,KG,Rs 80.00,Rs 85.00,Rs 82.00
French Bean(Local),KG,Rs 42.00,Rs 50.00,Rs 46.00
Sword Bean,KG,Rs 80.00,Rs 85.00,Rs 83.00
Bitter Gourd,KG,Rs 55.00,Rs 60.00,Rs 58.00
Bottle Gourd,KG,Rs 25.00,Rs 32.00,Rs 28.00
Pointed Gourd(Local),KG,Rs 35.00,Rs 40.00,Rs 38.00
Pumpkin,KG,Rs 30.00,Rs 35.00,Rs 33.00
Squash(Long),KG,Rs 30.00,Rs 38.00,Rs 34.00
Okara,KG,Rs 70.00,Rs 75.00,Rs 72.00
Barela,KG,Rs 30.00,Rs 35.00,Rs 32.00
Arum,KG,Rs 40.00,Rs 45.00,Rs 43.00
Christophine,KG,Rs 10.00,Rs 15.00,Rs 13.00
Brd Leaf Mustard,KG,Rs 45.00,Rs 50.00,Rs 48.00
Spinach Leaf,KG,Rs 60.00,Rs 65.00,Rs 63.00
Cress Leaf,KG,Rs 80.00,Rs 85.00,Rs 83.00
Mustard Leaf,KG,Rs 45.00,Rs 50.00,Rs 48.00
Fenugreek Leaf,KG,Rs 70.00,Rs 75.00,Rs 73.00
Onion Green,KG,Rs 60.00,Rs 65.00,Rs 63.00
Yam,KG,Rs 45.00,Rs 55.00,Rs 50.00
Mushroom(Kanya),KG,Rs 130.00,Rs 145.00,Rs 138.00
Asparagus,KG,Rs 220.00,Rs 230.00,Rs 225.00
Neuro,KG,Rs 30.00,Rs 32.00,Rs 31.00
Brocauli,KG,Rs 150.00,Rs 160.00,Rs 155.00
Sugarbeet,KG,Rs 65.00,Rs 70.00,Rs 68.00
Red Cabbbage,KG,Rs 110.00,Rs 120.00,Rs 115.00
Lettuce,KG,Rs 60.00,Rs 65.00,Rs 63.00
Celery,KG,Rs 110.00,Rs 120.00,Rs 115.00
Fennel Leaf,KG,Rs 55.00,Rs 60.00,Rs 58.00
Mint,KG,Rs 110.00,Rs 120.00,Rs 115.00
Turnip A,KG,Rs 40.00,Rs 45.00,Rs 43.00
Tamarind,KG,Rs 90.00,Rs 100.00,Rs 95.00
Bamboo Shoot,KG,Rs 60.00,Rs 70.00,Rs 65.00
Tofu,KG,Rs 65.00,Rs 70.00,Rs 68.00
Gundruk,KG,Rs 185.00,Rs 190.00,Rs 188.00
Apple(Jholey),KG,Rs 120.00,Rs 140.00,Rs 129.00
Banana,Per Dozen,Rs 50.00,Rs 65.00,Rs 58.00
Lime,KG,Rs 200.00,Rs 500.00,Rs 350.00
Pomegranate,KG,Rs 230.00,Rs 240.00,Rs 235.00
Orange(Nepali),KG,Rs 45.00,Rs 65.00,Rs 55.00
Water Melon(Green),KG,Rs 40.00,Rs 50.00,Rs 45.00
Sweet Orange,KG,Rs 80.00,Rs 85.00,Rs 83.00
Mandarin,KG,Rs 70.00,Rs 80.00,Rs 75.00
Pineapple,1 Pc,Rs 80.00,Rs 90.00,Rs 85.00
Cucumber(Local),KG,Rs 75.00,Rs 80.00,Rs 78.00
Lemon,KG,Rs 30.00,Rs 35.00,Rs 33.00
Sweet Lime,KG,Rs 45.00,Rs 50.00,Rs 48.00
Pear(Local),KG,Rs 45.00,Rs 55.00,Rs 50.00
Papaya(Nepali),KG,Rs 50.00,Rs 60.00,Rs 55.00
Guava,KG,Rs 25.00,Rs 35.00,Rs 31.00
Mombin,KG,Rs 18.00,Rs 24.00,Rs 21.00
Ginger,KG,Rs 75.00,Rs 80.00,Rs 78.00
Chilli Dry,KG,Rs 170.00,Rs 185.00,Rs 178.00
Chilli Green,KG,Rs 60.00,Rs 75.00,Rs 68.00
Capsicum,KG,Rs 175.00,Rs 180.00,Rs 178.00
Garlic Green,KG,Rs 80.00,Rs 85.00,Rs 83.00
Coriander Green,KG,Rs 60.00,Rs 80.00,Rs 71.00
Garlic Dry Chinese,KG,Rs 123.00,Rs 128.00,Rs 125.00
Garlic Dry Nepali,KG,Rs 90.00,Rs 100.00,Rs 95.00
Clive Dry,KG,Rs 125.00,Rs 130.00,Rs 128.00
Clive Green,KG,Rs 90.00,Rs 100.00,Rs 95.00
Fish Fresh,KG,Rs 225.00,Rs 235.00,Rs 230.00
